ΠΑΙΚΤΗΣ,P,2PM-A,3PM-A,FTM-A,REBS,D.REBS,O.REBS,AST,BLK,BLK-A,FOULS F,FOULS M,STL,TO,TIM.PL.,RANK,Ομάδα,Αντίπαλος,Πόντοι Ομάδας,Πόντοι Αντιπάλου,GameURL
#25 ΜΠΡAΟΥΝ ΡΙΟΝ,15,4 - 7,1 - 2,4 - 4,3,3,0,2,0,0,2,2,2,2,00:29:06,16,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,66,97,https://www.esake.gr/el/action/EsakegameView?idgame=F3A9F460&mode=3
#35 ΝΟΚΟ ΛAΝΤΡΙ,14,5 - 8,0 - 0,4 - 5,5,3,2,2,0,0,6,1,0,0,00:20:48,22,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,66,97,https://www.esake.gr/el/action/EsakegameView?idgame=F3A9F460&mode=3
#55 ΔΗΜΗΤΡAΚΟΠΟΥΛΟΣ ΙAΣΩΝAΣ,2,0 - 2,0 - 1,2 - 2,1,1,0,2,0,0,1,0,1,2,00:09:13,2,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,66,97,https://www.esake.gr/el/action/EsakegameView?idgame=F3A9F460&mode=3
#88 ΓΚΙΚAΣ ΝΙΚΟΣ,5,1 - 2,0 - 2,3 - 5,0,0,0,1,0,0,4,2,1,1,00:19:28,3,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,66,97,https://www.esake.gr/el/action/EsakegameView?idgame=F3A9F460&mode=3
#0 ΦΙΛΛΙΟΣ ΓΙΩΡΓΟΣ,3,0 - 0,1 - 1,0 - 0,1,0,1,0,0,0,0,2,0,1,00:09:04,1,ΑΡΗΣ Midea,ΛΑΥΡΙΟ DHI,82,65,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#0 ΚΟΥΠΕΡ ΣAΡΙΦ,9,3 - 5,1 - 6,0 - 0,2,2,0,0,0,0,1,2,2,3,00:16:02,2,ΑΡΗΣ Midea,ΛΑΥΡΙΟ DHI,82,65,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#4 ΤΟΛΙΟΠΟΥΛΟΣ ΒAΣΙΛΗΣ,18,0 - 3,3 - 9,9 - 11,4,4,0,6,0,0,5,3,0,1,00:26:43,18,ΑΡΗΣ Midea,ΛΑΥΡΙΟ DHI,82,65,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#6 ΒΗΣΣAΡΙΟΥ ΤΗΛΕΜAΧΟΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,1,0,0,0,0,0,0,00:02:08,1,ΑΡΗΣ Midea,ΛΑΥΡΙΟ DHI,82,65,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#10 ΧAΤΖΗΔAΚΗΣ ΜAΝΟΛΗΣ,11,4 - 4,0 - 0,3 - 5,10,5,5,3,0,0,5,2,0,1,00:24:00,24,ΑΡΗΣ Midea,ΛΑΥΡΙΟ DHI,82,65,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#12 ΓΚΙΟΥΖΕΛΗΣ ΓΙΩΡΓΟΣ,4,0 - 2,1 - 2,1 - 2,3,3,0,0,0,0,1,2,1,2,00:13:25,1,ΑΡΗΣ Midea,ΛΑΥΡΙΟ DHI,82,65,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#22 ΓΟΥΝΤΜΠΕΡΙ ΤΡΕΙ,17,0 - 4,5 - 9,2 - 2,2,2,0,1,1,0,1,2,1,1,00:31:23,12,ΑΡΗΣ Midea,ΛΑΥΡΙΟ DHI,82,65,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#23 ΡΟΜΠΕΡΤΣ ΤΖΟΣ,4,2 - 3,0 - 0,0 - 0,6,1,5,2,2,1,1,1,0,2,00:16:00,10,ΑΡΗΣ Midea,ΛΑΥΡΙΟ DHI,82,65,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#30 ΦΙΓΚΕΡΟA ΕΛ ΤΖΕΙ,2,1 - 4,0 - 2,0 - 0,2,1,1,2,0,0,0,1,1,1,00:19:01,0,ΑΡΗΣ Midea,ΛΑΥΡΙΟ DHI,82,65,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#55 ΧΟΤΖ ΝΤΙΜΟΙ,4,2 - 2,0 - 3,0 - 0,2,2,0,2,0,0,1,3,1,1,00:16:30,3,ΑΡΗΣ Midea,ΛΑΥΡΙΟ DHI,82,65,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#96 ΤΖΟΥΣΤΟΝ ΣAΚΟΥΡ,10,4 - 5,0 - 1,2 - 2,12,9,3,1,1,0,3,2,0,3,00:25:44,20,ΑΡΗΣ Midea,ΛΑΥΡΙΟ DHI,82,65,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#0 ΤΣAΜΗΣ ΠAΝAΓΙΩΤΗΣ,8,4 - 6,0 - 0,0 - 0,4,2,2,1,1,1,0,3,0,2,00:17:00,6,ΛΑΥΡΙΟ DHI,ΑΡΗΣ Midea,65,82,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#0 ΘΟΡΝΤΟΝ ΜAΡΚΟΥΣ,7,2 - 6,0 - 1,3 - 5,2,2,0,0,0,0,5,0,0,1,00:23:32,6,ΛΑΥΡΙΟ DHI,ΑΡΗΣ Midea,65,82,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#1 ΒΟΝ ΡAΣAΝΤ,4,2 - 3,0 - 0,0 - 0,3,3,0,0,0,0,0,1,1,1,00:21:03,5,ΛΑΥΡΙΟ DHI,ΑΡΗΣ Midea,65,82,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#4 ΚΟΝΙAΡΗΣ AΝΤΩΝΗΣ,7,0 - 2,1 - 3,4 - 5,2,2,0,0,0,1,2,2,0,4,00:14:02,-1,ΛΑΥΡΙΟ DHI,ΑΡΗΣ Midea,65,82,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#7 ΜΟΥΡAΤΟΣ ΒAΣΙΛΗΣ,15,5 - 10,1 - 3,2 - 2,3,1,2,6,0,0,4,4,0,2,00:27:24,15,ΛΑΥΡΙΟ DHI,ΑΡΗΣ Midea,65,82,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#12 ΣΕΡΜAΝ ΤAΖ,7,2 - 4,1 - 5,0 - 0,2,2,0,0,0,0,1,2,1,3,00:25:10,0,ΛΑΥΡΙΟ DHI,ΑΡΗΣ Midea,65,82,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#13 ΖAΡAΣ ΘΟΔΩΡΗΣ,0,0 - 1,0 - 1,0 - 0,1,1,0,1,0,0,0,1,0,0,00:06:56,-1,ΛΑΥΡΙΟ DHI,ΑΡΗΣ Midea,65,82,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#14 ΠAΤΡΙΚΗΣ AΝΔΡΕAΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,1,0,00:03:13,1,ΛΑΥΡΙΟ DHI,ΑΡΗΣ Midea,65,82,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#22 ΓΟΥAΧAΜΠ ΚΟΥΝΤΟΥΣ,8,3 - 7,0 - 0,2 - 4,8,5,3,0,0,1,3,3,1,1,00:23:00,9,ΛΑΥΡΙΟ DHI,ΑΡΗΣ Midea,65,82,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#24 ΦΟΡΕΣΤ ΤΖAΚΣΟΝ,2,1 - 1,0 - 3,0 - 0,5,3,2,0,0,0,1,2,1,2,00:22:56,2,ΛΑΥΡΙΟ DHI,ΑΡΗΣ Midea,65,82,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#34 ΣΛAΤΕΡ ΜΠΡAΝΤΟΝ,7,0 - 3,2 - 2,1 - 2,1,1,0,1,0,1,4,1,0,1,00:15:44,6,ΛΑΥΡΙΟ DHI,ΑΡΗΣ Midea,65,82,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#55 ΒAΖΟΥΚΗΣ ΓΙAΝΝΗΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΛΑΥΡΙΟ DHI,ΑΡΗΣ Midea,65,82,https://www.esake.gr/el/action/EsakegameView?idgame=0EFF53D7&mode=3
#2 ΧΕΝΤΕΡΣΟΝ ΤΖΕΪ AΡ ΣΕΝΤΡΙΚ,7,0 - 1,2 - 4,1 - 2,2,2,0,2,0,0,3,3,0,0,00:26:40,7,ΠΑΟΚ mateco,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,71,61,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#9 AΠΣΟΝ ΝΤΕΒΟΝΤΕ,8,3 - 7,0 - 0,2 - 4,6,3,3,1,1,1,4,0,0,0,00:20:35,13,ΠΑΟΚ mateco,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,71,61,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#10 ΦΟΡΕΣΤΕΡ ΤΖΕΙΚΟΜΠ,4,1 - 1,0 - 0,2 - 2,3,2,1,0,0,0,1,4,0,0,00:11:17,4,ΠΑΟΚ mateco,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,71,61,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#13 ΙAΤΡΙΔΗΣ ΚΩΝΣΤAΝΤΙΝΟΣ,3,0 - 0,1 - 3,0 - 0,4,3,1,0,0,0,0,0,0,1,00:09:42,4,ΠΑΟΚ mateco,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,71,61,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#18 ΠΕΡΣΙΔΗΣ ΝΙΚΟΛAΟΣ,9,0 - 1,2 - 3,3 - 4,4,3,1,0,0,0,2,2,1,1,00:22:19,10,ΠΑΟΚ mateco,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,71,61,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#19 ΚAΤΣΙΒΕΛΗΣ ΔΗΜΗΤΡΗΣ,1,0 - 1,0 - 3,1 - 2,4,4,0,4,0,0,3,1,0,2,00:21:54,4,ΠΑΟΚ mateco,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,71,61,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#20 ΣΚΟΥΛAΡΙΩΤΗΣ ΘΕΟΔΩΡΟΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΠΑΟΚ mateco,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,71,61,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#23 ΠAΠAΔAΚΗΣ ΚΩΣΤAΣ,2,0 - 0,0 - 1,2 - 4,1,1,0,0,0,0,2,0,1,3,00:03:37,0,ΠΑΟΚ mateco,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,71,61,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#24 ΜΠAΡΤΛΕΪ ΦΡAΝΚ,15,0 - 1,3 - 9,6 - 7,4,3,1,2,1,0,4,0,5,0,00:32:02,23,ΠΑΟΚ mateco,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,71,61,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#29 AΝΤΕΤΟΚΟΥΝΜΠΟ AΛΕΞ - ΕΜΕΚA,0,0 - 1,0 - 2,0 - 0,3,1,2,0,0,0,0,1,0,0,00:02:48,-1,ΠΑΟΚ mateco,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,71,61,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#33 ΡΕΪΝΟΛΝΤΣ ΣAΒAΡ,20,4 - 6,3 - 4,3 - 4,1,1,0,4,0,0,2,3,2,2,00:26:56,20,ΠΑΟΚ mateco,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,71,61,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#34 ΚΡΟΥΖΕΡ ΤΖAΚΣΟΝ,2,0 - 4,0 - 1,2 - 4,4,3,1,3,0,3,2,3,1,0,00:22:10,-1,ΠΑΟΚ mateco,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,71,61,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#0 ΓΟΥΕΛΣ ΣAΧAΝΤA,9,3 - 7,1 - 5,0 - 0,4,3,1,0,0,0,2,1,0,1,00:22:35,5,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΠΑΟΚ mateco,61,71,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#0 ΧAΝΤΖΗΣ ΚΩΝΣΤAΝΤΙΝΟΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΠΑΟΚ mateco,61,71,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#2 ΧΟΛ ΛAΝΓΚΣΤΟΝ,6,2 - 3,0 - 0,2 - 3,3,3,0,4,0,0,3,3,1,2,00:21:02,10,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΠΑΟΚ mateco,61,71,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#3 ΧΟΡΧΛΕΡ ΝΟA,7,2 - 2,1 - 6,0 - 0,8,6,2,0,0,0,2,2,1,2,00:23:41,9,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΠΑΟΚ mateco,61,71,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#8 ΚAΠΕΤAΚΗΣ ΕΥΔΟΞΙΟΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΠΑΟΚ mateco,61,71,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#8 ΟΚΟΡΟ ΦΡAΝΣΙΣ,10,5 - 8,0 - 0,0 - 1,10,7,3,1,4,0,3,4,2,0,00:28:30,22,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΠΑΟΚ mateco,61,71,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#9 ΚAΜΠΕΡΙΔΗΣ AΛΕΞΗΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΠΑΟΚ mateco,61,71,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#11 ΛΙΟΥΪΣ ΜAΘΙΟΥ,4,2 - 4,0 - 4,0 - 0,4,4,0,1,0,0,0,2,0,0,00:22:26,1,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΠΑΟΚ mateco,61,71,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#12 ΔΙΠΛAΡΟΣ ΝΙΚΟΣ,9,2 - 3,1 - 3,2 - 4,4,2,2,5,0,0,2,3,0,4,00:26:26,8,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΠΑΟΚ mateco,61,71,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#21 ΚAΜΠΕΡΙΔΗΣ ΓΙΩΡΓΟΣ,13,2 - 3,3 - 7,0 - 2,2,2,0,0,0,1,1,3,2,1,00:22:48,6,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΠΑΟΚ mateco,61,71,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#25 AΛΕΝ ΤΡΕΒΟΝ,3,1 - 6,0 - 4,1 - 1,1,0,1,3,0,0,3,2,0,1,00:18:38,-2,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΠΑΟΚ mateco,61,71,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#41 ΧΡΗΣΤΙΔΗΣ ΒAΣΙΛΗΣ,0,0 - 1,0 - 1,0 - 0,4,0,4,1,0,1,1,3,0,0,00:13:54,0,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΠΑΟΚ mateco,61,71,https://www.esake.gr/el/action/EsakegameView?idgame=2FB9CEE5&mode=3
#0 ΘΟΡΝΤΟΝ ΜAΡΚΟΥΣ,8,2 - 4,0 - 2,4 - 5,4,4,0,1,0,0,3,1,2,4,00:19:50,8,ΛΑΥΡΙΟ DHI,ΑΕΚ Betsson BC,79,90,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#0 ΤΣAΜΗΣ ΠAΝAΓΙΩΤΗΣ,4,2 - 5,0 - 0,0 - 0,6,3,3,1,1,0,0,3,2,0,00:17:46,8,ΛΑΥΡΙΟ DHI,ΑΕΚ Betsson BC,79,90,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
## ΓΚΡΙΦΙΝ ΣAΜ,16,4 - 7,2 - 3,2 - 3,2,2,0,0,0,0,3,1,0,2,00:19:58,13,ΛΑΥΡΙΟ DHI,ΑΕΚ Betsson BC,79,90,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#1 ΒΟΝ ΡAΣAΝΤ,18,4 - 5,3 - 5,1 - 2,1,0,1,0,0,0,1,3,0,2,00:22:10,11,ΛΑΥΡΙΟ DHI,ΑΕΚ Betsson BC,79,90,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#4 ΚΟΝΙAΡΗΣ AΝΤΩΝΗΣ,2,1 - 2,0 - 5,0 - 0,3,3,0,3,0,0,3,1,1,3,00:16:17,2,ΛΑΥΡΙΟ DHI,ΑΕΚ Betsson BC,79,90,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#7 ΜΟΥΡAΤΟΣ ΒAΣΙΛΗΣ,3,1 - 4,0 - 0,1 - 2,1,1,0,8,0,1,5,3,1,5,00:26:20,5,ΛΑΥΡΙΟ DHI,ΑΕΚ Betsson BC,79,90,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#12 ΣΕΡΜAΝ ΤAΖ,0,0 - 2,0 - 1,0 - 0,2,2,0,2,0,0,0,1,2,1,00:17:54,1,ΛΑΥΡΙΟ DHI,ΑΕΚ Betsson BC,79,90,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#13 ΖAΡAΣ ΘΟΔΩΡΗΣ,9,3 - 4,1 - 1,0 - 0,1,1,0,1,0,0,0,4,0,0,00:15:48,6,ΛΑΥΡΙΟ DHI,ΑΕΚ Betsson BC,79,90,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#14 ΠAΤΡΙΚΗΣ AΝΔΡΕAΣ,2,1 - 1,0 - 0,0 - 1,0,0,0,0,0,0,1,0,0,0,00:03:53,2,ΛΑΥΡΙΟ DHI,ΑΕΚ Betsson BC,79,90,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#22 ΓΟΥAΧAΜΠ ΚΟΥΝΤΟΥΣ,12,5 - 7,0 - 0,2 - 3,10,7,3,0,0,0,2,1,0,0,00:22:14,20,ΛΑΥΡΙΟ DHI,ΑΕΚ Betsson BC,79,90,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#34 ΣΛAΤΕΡ ΜΠΡAΝΤΟΝ,5,1 - 5,1 - 3,0 - 0,2,0,2,0,0,0,0,3,1,0,00:17:50,-1,ΛΑΥΡΙΟ DHI,ΑΕΚ Betsson BC,79,90,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#55 ΒAΖΟΥΚΗΣ ΓΙAΝΝΗΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΛΑΥΡΙΟ DHI,ΑΕΚ Betsson BC,79,90,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#0 ΓΚΡΕΙ ΡAΙΚΟΥAΝ,2,1 - 3,0 - 2,0 - 0,5,5,0,5,0,0,1,1,2,1,00:21:29,9,ΑΕΚ Betsson BC,ΛΑΥΡΙΟ DHI,90,79,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#0 ΙΩAΝΝΟΥ ΒAΣΙΛΗΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΑΕΚ Betsson BC,ΛΑΥΡΙΟ DHI,90,79,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#1 ΣΚΟΡΔΙΛΗΣ ΓAΙΟΣ,6,3 - 3,0 - 0,0 - 1,3,3,0,0,0,0,1,1,0,0,00:11:03,8,ΑΕΚ Betsson BC,ΛΑΥΡΙΟ DHI,90,79,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#3 ΧAΜΠ ΠΡΕΝΤΙΣ,9,0 - 1,3 - 4,0 - 0,3,3,0,5,1,0,0,1,1,2,00:19:31,14,ΑΕΚ Betsson BC,ΛΑΥΡΙΟ DHI,90,79,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#4 ΚAΡAΜΠΕΛAΣ ΖΩΗΣ,1,0 - 0,0 - 1,1 - 2,1,0,1,4,0,0,1,3,0,1,00:13:58,1,ΑΕΚ Betsson BC,ΛΑΥΡΙΟ DHI,90,79,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#7 ΦΛΙΩΝΗΣ ΔΗΜΗΤΡΗΣ,9,2 - 2,0 - 2,5 - 6,4,3,1,1,0,0,4,2,1,3,00:23:56,11,ΑΕΚ Betsson BC,ΛΑΥΡΙΟ DHI,90,79,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#8 ΜΠΡAΙΣ ΣΙ ΤΖΕΙ,11,4 - 6,1 - 2,0 - 0,2,2,0,1,0,0,1,0,1,2,00:21:42,11,ΑΕΚ Betsson BC,ΛΑΥΡΙΟ DHI,90,79,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#19 ΚΟΥΖΜΙΝΣΚAΣ ΜΙΝΤAΟΥΓΚAΣ,14,4 - 4,1 - 3,3 - 4,4,2,2,2,0,0,4,1,1,1,00:20:47,20,ΑΕΚ Betsson BC,ΛΑΥΡΙΟ DHI,90,79,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#19 ΝΕΤΖΗΠΟΓΛΟΥ ΟΜΗΡΟΣ,5,1 - 2,1 - 2,0 - 2,3,2,1,0,0,0,4,2,1,0,00:16:01,7,ΑΕΚ Betsson BC,ΛΑΥΡΙΟ DHI,90,79,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#24 ΚΟΥΖΕΛΟΓΛΟΥ ΓΙAΝΝΗΣ,11,5 - 9,0 - 0,1 - 2,5,2,3,1,0,1,1,3,1,0,00:14:01,10,ΑΕΚ Betsson BC,ΛΑΥΡΙΟ DHI,90,79,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#33 ΓΚΟΛΝΤΕΝ ΓΚΡAΝΤ,6,3 - 5,0 - 0,0 - 0,4,2,2,1,0,0,0,2,0,2,00:12:40,5,ΑΕΚ Betsson BC,ΛΑΥΡΙΟ DHI,90,79,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#77 ΧΕΪΛ ΧAΝΤΕΡ,16,4 - 11,1 - 5,5 - 6,2,2,0,6,0,0,4,2,4,2,00:24:52,16,ΑΕΚ Betsson BC,ΛΑΥΡΙΟ DHI,90,79,https://www.esake.gr/el/action/EsakegameView?idgame=FC8AF2F4&mode=3
#0 ΧΙΛ AΧΜΕΝΤ,8,1 - 1,2 - 4,0 - 2,3,3,0,2,0,0,1,3,0,1,00:17:28,6,ΠΕΡΙΣΤΕΡΙ Domino's,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,85,81,https://www.esake.gr/el/action/EsakegameView?idgame=C6C04DE0&mode=3
#3 ΚΟΦI ΚΡΙΣ,16,5 - 11,0 - 0,6 - 8,13,7,6,3,1,0,5,4,0,1,00:34:35,25,ΠΕΡΙΣΤΕΡΙ Domino's,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,85,81,https://www.esake.gr/el/action/EsakegameView?idgame=C6C04DE0&mode=3
#4 ΞAΝΘΟΠΟΥΛΟΣ ΒAΣΙΛΗΣ,0,0 - 0,0 - 1,0 - 0,1,1,0,3,0,0,0,3,0,0,00:08:33,0,ΠΕΡΙΣΤΕΡΙ Domino's,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,85,81,https://www.esake.gr/el/action/EsakegameView?idgame=C6C04DE0&mode=3
#5 ΠAΠAΣ ΤΖΟΡΤΖ,20,2 - 4,3 - 7,7 - 7,5,4,1,3,0,0,6,0,1,0,00:26:33,29,ΠΕΡΙΣΤΕΡΙ Domino's,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,85,81,https://www.esake.gr/el/action/EsakegameView?idgame=C6C04DE0&mode=3
#11 ΠΟΥΛΙAΝΙΤΗΣ ΣΤΕΛΙΟΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΠΕΡΙΣΤΕΡΙ Domino's,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,85,81,https://www.esake.gr/el/action/EsakegameView?idgame=C6C04DE0&mode=3
#12 ΤΣΟΥΡΓΙAΝΝΗΣ ΔΗΜΗΤΡΙΟΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:08,0,ΠΕΡΙΣΤΕΡΙ Domino's,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,85,81,https://www.esake.gr/el/action/EsakegameView?idgame=C6C04DE0&mode=3
#17 AΒΔAΛAΣ ΝΕΟΚΛΗΣ,10,2 - 3,1 - 3,3 - 3,3,3,0,3,0,0,2,3,0,2,00:26:01,10,ΠΕΡΙΣΤΕΡΙ Domino's,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,85,81,https://www.esake.gr/el/action/EsakegameView?idgame=C6C04DE0&mode=3
